humid,temp,press,gas,tvoc,altitude,eCO2,H2,quality
52.02,27.36,1011.86,64.63,11.55,11.55,11.55,11.55,good
52.02,27.35,1011.86,64.532,11.55,11.55,11.55,11.55,good
52.04,27.35,1011.85,64.483,11.64,11.64,11.64,11.64,good
52.08,27.35,1011.85,64.483,11.63,11.63,11.63,11.63,good
52.11,27.35,1011.86,64.728,11.58,11.58,11.58,11.58,good
52.07,27.35,1011.86,64.581,11.6,11.6,11.6,11.6,good
52.02,27.35,1011.86,64.532,11.6,11.6,11.6,11.6,good
52,27.35,1011.86,64.728,11.55,11.55,11.55,11.55,good
51.95,27.35,1011.86,64.289,11.61,11.61,11.61,11.61,good
52.01,27.34,1011.86,64.434,11.56,11.56,11.56,11.56,good
52.1,27.34,1011.86,64.679,11.56,11.56,11.56,11.56,good
52.07,27.34,1011.87,64.826,11.53,11.53,11.53,11.53,good
52.09,27.33,1011.87,64.386,11.5,11.5,11.5,11.5,good
52.06,27.32,1011.87,64.483,11.46,11.46,11.46,11.46,good
52.04,27.32,1011.87,64.925,11.46,11.46,11.46,11.46,good
52.03,27.31,1011.88,64.826,11.43,11.43,11.43,11.43,good
52.01,27.31,1011.88,64.826,11.44,11.44,11.44,11.44,good
52.04,27.31,1011.88,64.532,11.38,11.38,11.38,11.38,good
52.08,27.3,1011.88,65.024,11.41,11.41,11.41,11.41,good
52.05,27.3,1011.88,65.123,11.43,11.43,11.43,11.43,good
52.04,27.3,1011.88,65.173,11.41,11.41,11.41,11.41,good
52.03,27.3,1011.88,65.272,11.39,11.39,11.39,11.39,good
51.98,27.29,1011.88,64.826,11.4,11.4,11.4,11.4,good
51.89,27.28,1011.88,64.974,11.39,11.39,11.39,11.39,good
51.86,27.28,1011.88,65.372,11.39,11.39,11.39,11.39,good
51.96,27.27,1011.88,65.523,11.4,11.4,11.4,11.4,good
52,27.26,1011.89,65.422,11.36,11.36,11.36,11.36,good
52,27.25,1011.89,64.974,11.35,11.35,11.35,11.35,good
52.07,27.24,1011.89,65.422,11.31,11.31,11.31,11.31,good
52.09,27.24,1011.89,65.674,11.31,11.31,11.31,11.31,good
52.11,27.23,1011.89,65.272,11.33,11.33,11.33,11.33,good
52.08,27.22,1011.89,65.573,11.31,11.31,11.31,11.31,good
52.09,27.21,1011.9,65.473,11.28,11.28,11.28,11.28,good
52.12,27.2,1011.89,65.123,11.32,11.32,11.32,11.32,good
52.24,27.19,1011.89,65.123,11.34,11.34,11.34,11.34,good
52.27,27.19,1011.89,65.222,11.37,11.37,11.37,11.37,good
52.3,27.18,1011.88,65.573,11.39,11.39,11.39,11.39,good
52.32,27.17,1011.88,65.322,11.43,11.43,11.43,11.43,good
52.37,27.17,1011.88,65.322,11.41,11.41,11.41,11.41,good
52.37,27.17,1011.88,65.725,11.38,11.38,11.38,11.38,good
52.38,27.16,1011.89,65.473,11.33,11.33,11.33,11.33,good
52.37,27.16,1011.89,65.725,11.33,11.33,11.33,11.33,good
52.38,27.16,1011.88,65.322,11.38,11.38,11.38,11.38,good
52.36,27.16,1011.88,65.222,11.37,11.37,11.37,11.37,good
52.36,27.16,1011.88,65.222,11.37,11.37,11.37,11.37,good
52.35,27.16,1011.88,65.372,11.39,11.39,11.39,11.39,good
52.35,27.16,1011.88,65.372,11.41,11.41,11.41,11.41,good
52.31,27.16,1011.89,65.024,11.34,11.34,11.34,11.34,good
52.28,27.16,1011.88,65.473,11.39,11.39,11.39,11.39,good
52.22,27.16,1011.88,65.222,11.4,11.4,11.4,11.4,good
52.21,27.15,1011.89,65.624,11.36,11.36,11.36,11.36,good
52.26,27.15,1011.88,65.775,11.4,11.4,11.4,11.4,good
52.33,27.15,1011.88,65.775,11.42,11.42,11.42,11.42,good
52.34,27.15,1011.88,65.624,11.4,11.4,11.4,11.4,good
52.33,27.14,1011.87,65.372,11.46,11.46,11.46,11.46,good
52.32,27.14,1011.87,65.473,11.49,11.49,11.49,11.49,good
52.34,27.14,1011.88,65.272,11.44,11.44,11.44,11.44,good
52.35,27.13,1011.88,65.422,11.41,11.41,11.41,11.41,good
52.35,27.13,1011.87,65.422,11.5,11.5,11.5,11.5,good
52.29,27.13,1011.87,65.624,11.54,11.54,11.54,11.54,good
52.2,27.13,1011.86,65.473,11.56,11.56,11.56,11.56,good
52.21,27.12,1011.87,65.624,11.51,11.51,11.51,11.51,good
52.26,27.12,1011.86,65.877,11.55,11.55,11.55,11.55,good
52.35,27.11,1011.86,65.826,11.61,11.61,11.61,11.61,good
52.36,27.1,1011.85,65.624,11.66,11.66,11.66,11.66,good
52.34,27.1,1011.85,65.826,11.67,11.67,11.67,11.67,good
52.36,27.09,1011.85,65.725,11.64,11.64,11.64,11.64,good
52.39,27.08,1011.85,65.473,11.69,11.69,11.69,11.69,good
52.39,27.07,1011.84,65.725,11.72,11.72,11.72,11.72,good
52.39,27.07,1011.84,65.826,11.73,11.73,11.73,11.73,good
52.37,27.06,1011.83,65.877,11.8,11.8,11.8,11.8,good
52.36,27.06,1011.83,65.775,11.81,11.81,11.81,11.81,good
52.36,27.05,1011.83,65.877,11.83,11.83,11.83,11.83,good
52.43,27.04,1011.82,65.826,11.89,11.89,11.89,11.89,good
52.46,27.04,1011.82,65.523,11.94,11.94,11.94,11.94,good
52.49,27.03,1011.82,66.649,11.95,11.95,11.95,11.95,good
52.51,27.03,1011.81,65.725,11.97,11.97,11.97,11.97,good
52.48,27.03,1011.81,65.877,11.99,11.99,11.99,11.99,good
52.47,27.02,1011.81,66.081,11.99,11.99,11.99,11.99,good
52.38,27.02,1011.81,65.826,11.99,11.99,11.99,11.99,good
52.39,27.02,1011.81,66.13201,12.01,12.01,12.01,12.01,good
52.39,27.02,1011.81,66.235,12.01,12.01,12.01,12.01,good
52.41,27.01,1011.8,66.39,12.05,12.05,12.05,12.05,good
52.52,27.01,1011.81,65.928,12,12,12,12,good
52.47,27.01,1011.82,66.13201,11.95,11.95,11.95,11.95,good
52.57,27.01,1011.81,66.081,11.99,11.99,11.99,11.99,good
52.58,27,1011.81,66.235,12.02,12.02,12.02,12.02,good
52.5,27,1011.8,66.28601,12.08,12.08,12.08,12.08,good
52.44,27,1011.8,66.13201,12.11,12.11,12.11,12.11,good
52.43,27,1011.79,66.28601,12.12,12.12,12.12,12.12,good
52.47,27,1011.79,66.03,12.16,12.16,12.16,12.16,good
52.37,26.99,1011.79,66.13201,12.19,12.19,12.19,12.19,good
52.37,26.99,1011.79,65.826,12.13,12.13,12.13,12.13,good
52.38,26.99,1011.79,66.338,12.16,12.16,12.16,12.16,good
52.32,26.99,1011.79,66.441,12.2,12.2,12.2,12.2,good
52.29,26.99,1011.78,66.338,12.26,12.26,12.26,12.26,good
52.3,26.98,1011.78,66.545,12.25,12.25,12.25,12.25,good
52.38,26.98,1011.77,66.545,12.29,12.29,12.29,12.29,good
52.45,26.97,1011.77,66.545,12.29,12.29,12.29,12.29,good
52.44,26.97,1011.78,66.545,12.25,12.25,12.25,12.25,good
52.41,26.97,1011.78,66.649,12.27,12.27,12.27,12.27,good
52.36,26.96,1011.78,66.441,12.25,12.25,12.25,12.25,good
52.32,26.96,1011.77,66.805,12.29,12.29,12.29,12.29,good
52.27,26.95,1011.77,66.597,12.3,12.3,12.3,12.3,good
52.31,26.94,1011.77,66.649,12.33,12.33,12.33,12.33,good
52.35,26.94,1011.77,66.597,12.34,12.34,12.34,12.34,good
52.38,26.94,1011.77,66.649,12.37,12.37,12.37,12.37,good
52.35,26.93,1011.77,66.753,12.36,12.36,12.36,12.36,good
52.28,26.93,1011.76,66.701,12.38,12.38,12.38,12.38,good
52.3,26.92,1011.77,66.701,12.37,12.37,12.37,12.37,good
52.32,26.92,1011.76,66.91,12.45,12.45,12.45,12.45,good
52.34,26.92,1011.76,66.805,12.4,12.4,12.4,12.4,good
52.38,26.91,1011.77,67.173,12.34,12.34,12.34,12.34,good
52.37,26.91,1011.77,66.963,12.36,12.36,12.36,12.36,good
52.36,26.9,1011.77,66.753,12.36,12.36,12.36,12.36,good
52.39,26.9,1011.76,66.805,12.38,12.38,12.38,12.38,good
52.35,26.89,1011.76,66.91,12.41,12.41,12.41,12.41,good
52.34,26.89,1011.76,67.068,12.44,12.44,12.44,12.44,good
52.37,26.88,1011.76,67.015,12.41,12.41,12.41,12.41,good
52.4,26.87,1011.75,67.226,12.47,12.47,12.47,12.47,good
52.43,26.87,1011.75,66.963,12.49,12.49,12.49,12.49,good
52.49,26.86,1011.74,66.963,12.56,12.56,12.56,12.56,good
52.55,26.85,1011.74,66.858,12.6,12.6,12.6,12.6,good
52.55,26.85,1011.74,66.91,12.57,12.57,12.57,12.57,good
52.65,26.84,1011.74,67.173,12.56,12.56,12.56,12.56,good
52.66,26.84,1011.74,67.173,12.54,12.54,12.54,12.54,good
52.69,26.84,1011.74,67.173,12.6,12.6,12.6,12.6,good
52.67,26.83,1011.74,66.858,12.59,12.59,12.59,12.59,good
52.65,26.83,1011.74,67.279,12.56,12.56,12.56,12.56,good
52.66,26.83,1011.75,67.439,12.52,12.52,12.52,12.52,good
52.71,26.83,1011.75,67.173,12.53,12.53,12.53,12.53,good
52.76,26.82,1011.74,67.226,12.57,12.57,12.57,12.57,good
52.76,26.82,1011.73,67.279,12.63,12.63,12.63,12.63,good
52.8,26.82,1011.73,66.805,12.66,12.66,12.66,12.66,good
52.79,26.82,1011.73,66.91,12.66,12.66,12.66,12.66,good
52.84,26.82,1011.73,67.386,12.67,12.67,12.67,12.67,good
52.88,26.82,1011.73,67.173,12.65,12.65,12.65,12.65,good
52.83,26.82,1011.72,66.858,12.72,12.72,12.72,12.72,good
52.76,26.82,1011.72,67.279,12.74,12.74,12.74,12.74,good
52.8,26.82,1011.71,67.173,12.8,12.8,12.8,12.8,good
52.83,26.82,1011.71,67.173,12.82,12.82,12.82,12.82,good
52.81,26.82,1011.72,67.173,12.75,12.75,12.75,12.75,good
52.75,26.82,1011.71,67.386,12.83,12.83,12.83,12.83,good
52.7,26.82,1011.71,67.279,12.84,12.84,12.84,12.84,good
52.76,26.81,1011.72,67.386,12.79,12.79,12.79,12.79,good
52.81,26.81,1011.71,67.015,12.84,12.84,12.84,12.84,good
52.79,26.81,1011.72,67.015,12.79,12.79,12.79,12.79,good
52.77,26.8,1011.72,67.332,12.78,12.78,12.78,12.78,good
52.72,26.8,1011.71,67.279,12.8,12.8,12.8,12.8,good
52.74,26.8,1011.72,67.492,12.72,12.72,12.72,12.72,good
52.75,26.79,1011.73,67.226,12.68,12.68,12.68,12.68,good
52.8,26.79,1011.73,66.91,12.69,12.69,12.69,12.69,good
52.82,26.78,1011.72,67.12101,12.72,12.72,12.72,12.72,good
52.8,26.77,1011.72,67.653,12.73,12.73,12.73,12.73,good
52.81,26.77,1011.72,67.492,12.72,12.72,12.72,12.72,good
52.82,26.76,1011.72,67.492,12.77,12.77,12.77,12.77,good
52.88,26.76,1011.72,67.599,12.79,12.79,12.79,12.79,good
52.91,26.75,1011.72,67.492,12.75,12.75,12.75,12.75,good
52.97,26.74,1011.72,67.279,12.78,12.78,12.78,12.78,good
53.05,26.74,1011.72,67.546,12.76,12.76,12.76,12.76,good
53.09,26.73,1011.72,67.12101,12.79,12.79,12.79,12.79,good
53.06,26.73,1011.72,67.226,12.77,12.77,12.77,12.77,good
53.04,26.73,1011.72,67.546,12.78,12.78,12.78,12.78,good
53,26.72,1011.71,67.332,12.83,12.83,12.83,12.83,good
53.03,26.72,1011.71,67.279,12.81,12.81,12.81,12.81,good
53.02,26.72,1011.71,67.332,12.85,12.85,12.85,12.85,good
53,26.72,1011.71,67.068,12.86,12.86,12.86,12.86,good
52.98,26.72,1011.71,67.599,12.87,12.87,12.87,12.87,good
52.96,26.72,1011.71,67.386,12.86,12.86,12.86,12.86,good
53,26.72,1011.71,67.492,12.87,12.87,12.87,12.87,good
52.91,26.72,1011.7,67.599,12.93,12.93,12.93,12.93,good
52.89,26.72,1011.7,67.226,12.92,12.92,12.92,12.92,good
52.89,26.71,1011.69,67.653,12.97,12.97,12.97,12.97,good
52.93,26.71,1011.7,67.76,12.92,12.92,12.92,12.92,good
52.94,26.71,1011.7,67.279,12.91,12.91,12.91,12.91,good
52.95,26.71,1011.71,67.332,12.87,12.87,12.87,12.87,good
52.91,26.71,1011.71,67.814,12.84,12.84,12.84,12.84,good
52.97,26.7,1011.7,67.76,12.93,12.93,12.93,12.93,good
53.04,26.7,1011.7,67.546,12.91,12.91,12.91,12.91,good
53.07,26.7,1011.7,67.492,12.92,12.92,12.92,12.92,good
53.04,26.7,1011.69,67.439,12.99,12.99,12.99,12.99,good
53.06,26.7,1011.69,67.279,12.96,12.96,12.96,12.96,good
53.1,26.7,1011.69,67.76,12.99,12.99,12.99,12.99,good
53.1,26.7,1011.69,67.868,12.96,12.96,12.96,12.96,good
53.13,26.7,1011.69,67.068,13.01,13.01,13.01,13.01,good
53.13,26.7,1011.69,67.439,12.98,12.98,12.98,12.98,good
53.03,26.7,1011.69,67.706,12.96,12.96,12.96,12.96,good
53.04,26.7,1011.69,67.76,12.96,12.96,12.96,12.96,good
53.09,26.7,1011.69,67.492,12.99,12.99,12.99,12.99,good
53.05,26.71,1011.69,67.439,12.96,12.96,12.96,12.96,good
52.95,26.71,1011.7,67.76,12.94,12.94,12.94,12.94,good
52.93,26.71,1011.7,67.492,12.92,12.92,12.92,12.92,good
52.97,26.71,1011.7,67.492,12.94,12.94,12.94,12.94,good
52.98,26.71,1011.69,67.653,13,13,13,13,good
52.96,26.71,1011.69,67.653,13,13,13,13,good
52.98,26.7,1011.68,67.546,13.07,13.07,13.07,13.07,good
52.97,26.7,1011.68,67.706,13.1,13.1,13.1,13.1,good
52.96,26.7,1011.68,67.814,13.11,13.11,13.11,13.11,good
52.9,26.7,1011.68,67.706,13.08,13.08,13.08,13.08,good
52.87,26.69,1011.68,67.868,13.07,13.07,13.07,13.07,good
52.89,26.69,1011.69,67.546,13.03,13.03,13.03,13.03,good
52.86,26.68,1011.69,67.922,12.99,12.99,12.99,12.99,good
52.84,26.68,1011.69,67.976,13.02,13.02,13.02,13.02,good
52.88,26.67,1011.69,67.599,13.01,13.01,13.01,13.01,good
52.93,26.67,1011.69,67.653,12.97,12.97,12.97,12.97,good
52.92,26.66,1011.7,67.922,12.95,12.95,12.95,12.95,good
52.96,26.65,1011.69,67.76,12.96,12.96,12.96,12.96,good
52.99,26.65,1011.7,67.492,12.94,12.94,12.94,12.94,good
53.01,26.64,1011.69,67.922,12.97,12.97,12.97,12.97,good
53.03,26.64,1011.69,68.248,12.97,12.97,12.97,12.97,good
53.03,26.64,1011.7,67.76,12.91,12.91,12.91,12.91,good
53.01,26.63,1011.7,67.814,12.94,12.94,12.94,12.94,good
53.03,26.63,1011.69,67.706,12.98,12.98,12.98,12.98,good
53.1,26.63,1011.69,67.706,13.01,13.01,13.01,13.01,good
53.12,26.63,1011.69,67.706,13,13,13,13,good
53.11,26.63,1011.69,67.492,12.98,12.98,12.98,12.98,good
53.08,26.62,1011.69,67.76,12.98,12.98,12.98,12.98,good
53.02,26.62,1011.69,67.922,13,13,13,13,good
53.02,26.62,1011.69,67.76,13.03,13.03,13.03,13.03,good
53.01,26.62,1011.69,67.546,12.99,12.99,12.99,12.99,good
53.01,26.62,1011.69,67.922,13,13,13,13,good
52.99,26.62,1011.69,68.03,13.02,13.02,13.02,13.02,good
52.95,26.61,1011.69,67.922,13.02,13.02,13.02,13.02,good
52.99,26.61,1011.68,67.814,13.04,13.04,13.04,13.04,good
53.04,26.6,1011.69,67.706,13.01,13.01,13.01,13.01,good
53.11,26.6,1011.69,67.814,12.98,12.98,12.98,12.98,good
53.15,26.59,1011.68,67.706,13.09,13.09,13.09,13.09,good
53.17,26.59,1011.68,67.814,13.04,13.04,13.04,13.04,good
53.22,26.58,1011.69,68.193,13.01,13.01,13.01,13.01,good
53.22,26.58,1011.69,67.922,12.98,12.98,12.98,12.98,good
53.23,26.57,1011.69,68.35701,12.97,12.97,12.97,12.97,good
53.29,26.57,1011.69,67.922,12.99,12.99,12.99,12.99,good
53.36,26.57,1011.69,67.76,12.98,12.98,12.98,12.98,good
53.35,26.57,1011.7,67.814,12.92,12.92,12.92,12.92,good
53.35,26.56,1011.69,68.248,12.98,12.98,12.98,12.98,good
53.31,26.56,1011.69,67.868,13.03,13.03,13.03,13.03,good
53.32,26.56,1011.69,67.868,13.01,13.01,13.01,13.01,good
53.37,26.56,1011.69,67.814,12.98,12.98,12.98,12.98,good
53.38,26.56,1011.69,67.868,13.02,13.02,13.02,13.02,good
53.34,26.56,1011.69,67.653,13.01,13.01,13.01,13.01,good
53.34,26.56,1011.69,67.868,13.03,13.03,13.03,13.03,good
53.34,26.56,1011.69,67.706,13.02,13.02,13.02,13.02,good
53.36,26.57,1011.69,67.599,12.98,12.98,12.98,12.98,good
53.34,26.57,1011.69,67.599,12.98,12.98,12.98,12.98,good
53.31,26.57,1011.69,67.76,13.01,13.01,13.01,13.01,good
53.3,26.57,1011.69,67.922,12.98,12.98,12.98,12.98,good
53.35,26.57,1011.69,67.599,13.04,13.04,13.04,13.04,good
53.39,26.57,1011.69,67.653,13,13,13,13,good
53.38,26.57,1011.69,67.332,12.98,12.98,12.98,12.98,good
53.34,26.57,1011.69,67.706,12.97,12.97,12.97,12.97,good
53.34,26.57,1011.69,67.76,13.03,13.03,13.03,13.03,good
53.38,26.57,1011.69,67.814,13.03,13.03,13.03,13.03,good
53.44,26.57,1011.68,67.868,13.06,13.06,13.06,13.06,good
53.45,26.57,1011.68,67.814,13.06,13.06,13.06,13.06,good
53.49,26.57,1011.68,67.706,13.09,13.09,13.09,13.09,good
53.49,26.57,1011.68,67.706,13.1,13.1,13.1,13.1,good
53.45,26.58,1011.68,67.706,13.09,13.09,13.09,13.09,good
53.39,26.58,1011.68,67.922,13.11,13.11,13.11,13.11,good
53.38,26.58,1011.67,67.599,13.18,13.18,13.18,13.18,good
53.4,26.58,1011.67,67.814,13.16,13.16,13.16,13.16,good
53.4,26.58,1011.67,67.922,13.2,13.2,13.2,13.2,good
53.38,26.58,1011.66,67.976,13.24,13.24,13.24,13.24,good
53.42,26.58,1011.65,67.439,13.3,13.3,13.3,13.3,good
53.47,26.58,1011.64,67.653,13.43,13.43,13.43,13.43,good
53.46,26.58,1011.64,67.546,13.39,13.39,13.39,13.39,good
53.44,26.58,1011.64,67.814,13.39,13.39,13.39,13.39,good
53.42,26.58,1011.64,67.706,13.4,13.4,13.4,13.4,good
53.37,26.58,1011.64,67.386,13.4,13.4,13.4,13.4,good
53.36,26.58,1011.65,67.439,13.36,13.36,13.36,13.36,good
53.38,26.58,1011.65,67.976,13.36,13.36,13.36,13.36,good
53.43,26.58,1011.64,67.922,13.37,13.37,13.37,13.37,good
53.47,26.58,1011.64,67.814,13.43,13.43,13.43,13.43,good
53.49,26.58,1011.64,67.546,13.41,13.41,13.41,13.41,good
53.48,26.58,1011.64,67.546,13.42,13.42,13.42,13.42,good
53.48,26.58,1011.63,67.653,13.46,13.46,13.46,13.46,good
53.45,26.58,1011.63,67.492,13.46,13.46,13.46,13.46,good
53.45,26.57,1011.63,67.599,13.46,13.46,13.46,13.46,good
53.45,26.57,1011.63,67.386,13.49,13.49,13.49,13.49,good
53.45,26.56,1011.63,68.03,13.49,13.49,13.49,13.49,good
53.47,26.56,1011.63,67.653,13.48,13.48,13.48,13.48,good
53.48,26.56,1011.64,67.599,13.43,13.43,13.43,13.43,good
53.52,26.55,1011.63,67.599,13.49,13.49,13.49,13.49,good
53.46,26.55,1011.63,67.599,13.52,13.52,13.52,13.52,good
53.49,26.54,1011.62,67.976,13.55,13.55,13.55,13.55,good
53.5,26.53,1011.62,67.922,13.54,13.54,13.54,13.54,good
53.54,26.52,1011.61,68.248,13.66,13.66,13.66,13.66,good
53.57,26.51,1011.61,67.922,13.63,13.63,13.63,13.63,good
53.59,26.5,1011.61,67.76,13.65,13.65,13.65,13.65,good
53.53,26.49,1011.61,68.139,13.66,13.66,13.66,13.66,good
53.54,26.48,1011.6,67.922,13.71,13.71,13.71,13.71,good
53.61,26.47,1011.6,68.03,13.75,13.75,13.75,13.75,good
53.66,26.46,1011.6,67.976,13.76,13.76,13.76,13.76,good
53.68,26.45,1011.59,68.248,13.8,13.8,13.8,13.8,good
53.68,26.43,1011.59,67.976,13.82,13.82,13.82,13.82,good
53.66,26.42,1011.59,68.412,13.86,13.86,13.86,13.86,good
53.71,26.41,1011.59,67.976,13.79,13.79,13.79,13.79,good
53.78,26.4,1011.59,68.467,13.83,13.83,13.83,13.83,good
53.77,26.38,1011.59,68.303,13.86,13.86,13.86,13.86,good
53.74,26.37,1011.59,68.193,13.87,13.87,13.87,13.87,good
53.72,26.36,1011.58,68.248,13.89,13.89,13.89,13.89,good
53.76,26.34,1011.58,68.63201,13.93,13.93,13.93,13.93,good
53.76,26.32,1011.57,69.02101,14.02,14.02,14.02,14.02,good
53.76,26.31,1011.57,68.743,14.01,14.01,14.01,14.01,good
53.7,26.3,1011.57,68.909,14,14,14,14,good
53.7,26.28,1011.57,68.467,14.02,14.02,14.02,14.02,good
53.75,26.27,1011.56,68.743,14.07,14.07,14.07,14.07,good
53.79,26.25,1011.56,68.303,14.08,14.08,14.08,14.08,good
53.83,26.24,1011.56,68.687,14.11,14.11,14.11,14.11,good
53.87,26.23,1011.55,69.02101,14.18,14.18,14.18,14.18,good
53.92,26.21,1011.54,68.743,14.23,14.23,14.23,14.23,good
53.96,26.2,1011.55,68.965,14.19,14.19,14.19,14.19,good
54.01,26.19,1011.55,69.245,14.14,14.14,14.14,14.14,good
54.07,26.18,1011.55,68.854,14.12,14.12,14.12,14.12,good
54.2,26.17,1011.55,68.63201,14.17,14.17,14.17,14.17,good
54.35,26.16,1011.55,68.854,14.16,14.16,14.16,14.16,good
54.51,26.15,1011.55,68.687,14.16,14.16,14.16,14.16,good
54.78,26.15,1011.55,67.976,14.18,14.18,14.18,14.18,good
54.91,26.14,1011.54,68.577,14.23,14.23,14.23,14.23,good
55,26.13,1011.55,68.35701,14.2,14.2,14.2,14.2,good
55.13,26.13,1011.55,68.743,14.17,14.17,14.17,14.17,good
55.2,26.12,1011.56,67.492,14.08,14.08,14.08,14.08,good
55.25,26.12,1011.56,68.085,14.09,14.09,14.09,14.09,good
55.35,26.12,1011.56,68.412,14.06,14.06,14.06,14.06,good
55.61,26.12,1011.55,67.922,14.18,14.18,14.18,14.18,good
55.91,26.12,1011.55,67.226,14.15,14.15,14.15,14.15,good
56.13,26.12,1011.55,67.814,14.2,14.2,14.2,14.2,good
56.27,26.12,1011.54,66.805,14.21,14.21,14.21,14.21,good
56.42,26.12,1011.55,67.492,14.2,14.2,14.2,14.2,good
56.51,26.12,1011.54,67.015,14.25,14.25,14.25,14.25,good
56.57,26.12,1011.53,66.963,14.31,14.31,14.31,14.31,good
56.66,26.13,1011.54,66.858,14.26,14.26,14.26,14.26,good
56.84,26.13,1011.54,66.753,14.25,14.25,14.25,14.25,good
57.01,26.14,1011.54,66.493,14.26,14.26,14.26,14.26,good
57.32,26.15,1011.54,66.441,14.28,14.28,14.28,14.28,good
57.5,26.15,1011.54,66.235,14.28,14.28,14.28,14.28,good
57.58,26.16,1011.54,65.775,14.23,14.23,14.23,14.23,good
57.76,26.17,1011.55,65.826,14.2,14.2,14.2,14.2,good
57.92,26.18,1011.54,65.473,14.26,14.26,14.26,14.26,good
58,26.19,1011.54,65.674,14.25,14.25,14.25,14.25,good
58.08,26.2,1011.54,65.322,14.24,14.24,14.24,14.24,good
58.22,26.21,1011.54,65.123,14.27,14.27,14.27,14.27,good
58.56,26.22,1011.54,64.483,14.24,14.24,14.24,14.24,good
58.79,26.24,1011.53,64.63,14.32,14.32,14.32,14.32,good
58.86,26.25,1011.53,63.856,14.29,14.29,14.29,14.29,good
58.98,26.26,1011.54,64.048,14.26,14.26,14.26,14.26,good
59.04,26.27,1011.54,64.192,14.25,14.25,14.25,14.25,good
59.06,26.29,1011.54,64.048,14.26,14.26,14.26,14.26,good
59.16,26.3,1011.54,63.713,14.23,14.23,14.23,14.23,good
59.54,26.32,1011.54,63.57,14.23,14.23,14.23,14.23,good
59.65,26.33,1011.54,63.054,14.22,14.22,14.22,14.22,good
59.7,26.34,1011.55,62.454,14.2,14.2,14.2,14.2,good
59.87,26.35,1011.55,63.054,14.15,14.15,14.15,14.15,good
60,26.36,1011.55,62.637,14.19,14.19,14.19,14.19,good
60.06,26.38,1011.55,62.408,14.19,14.19,14.19,14.19,good
60.1,26.39,1011.54,62.408,14.25,14.25,14.25,14.25,good
60.2,26.4,1011.54,62.135,14.2,14.2,14.2,14.2,good
60.29,26.41,1011.54,62.317,14.27,14.27,14.27,14.27,good
60.43,26.42,1011.54,61.82,14.22,14.22,14.22,14.22,good
60.73,26.43,1011.54,61.508,14.22,14.22,14.22,14.22,good
60.78,26.44,1011.55,61.776,14.18,14.18,14.18,14.18,good
60.77,26.45,1011.55,61.553,14.12,14.12,14.12,14.12,good
60.93,26.46,1011.55,61.288,14.14,14.14,14.14,14.14,good
61.17,26.47,1011.55,60.677,14.16,14.16,14.16,14.16,good
61.18,26.48,1011.55,61.156,14.15,14.15,14.15,14.15,good
61.21,26.49,1011.55,60.85,14.14,14.14,14.14,14.14,good
61.24,26.5,1011.55,61.025,14.16,14.16,14.16,14.16,good
61.42,26.51,1011.55,60.42,14.14,14.14,14.14,14.14,good
61.52,26.51,1011.55,60.377,14.16,14.16,14.16,14.16,good
61.66,26.52,1011.56,60.334,14.12,14.12,14.12,14.12,good
61.74,26.53,1011.56,59.995,14.07,14.07,14.07,14.07,good
61.79,26.54,1011.55,59.618,14.15,14.15,14.15,14.15,good
61.87,26.54,1011.56,60.249,14.1,14.1,14.1,14.1,good
62.09,26.55,1011.56,59.827,14.05,14.05,14.05,14.05,good
62.11,26.56,1011.57,59.245,13.97,13.97,13.97,13.97,good
62.14,26.57,1011.57,59.245,13.97,13.97,13.97,13.97,good
62.15,26.57,1011.57,59.451,14,14,14,14,good
62.2,26.58,1011.56,59.286,14.05,14.05,14.05,14.05,good
62.29,26.59,1011.56,59.327,14.06,14.06,14.06,14.06,good
62.37,26.6,1011.56,59.451,14.06,14.06,14.06,14.06,good
62.59,26.6,1011.57,59.534,14,14,14,14,good
62.78,26.61,1011.58,58.756,13.92,13.92,13.92,13.92,good
62.82,26.62,1011.58,58.434,13.95,13.95,13.95,13.95,good
62.89,26.62,1011.58,58.756,13.91,13.91,13.91,13.91,good
63.05,26.63,1011.57,58.796,13.96,13.96,13.96,13.96,good
63.1,26.63,1011.57,58.076,13.99,13.99,13.99,13.99,good
63.08,26.64,1011.57,58.394,13.98,13.98,13.98,13.98,good
63.14,26.65,1011.57,58.354,13.97,13.97,13.97,13.97,good
63.36,26.66,1011.57,58.394,13.96,13.96,13.96,13.96,good
63.45,26.66,1011.58,57.957,13.92,13.92,13.92,13.92,good
63.44,26.67,1011.58,57.722,13.87,13.87,13.87,13.87,good
63.62,26.68,1011.58,57.489,13.9,13.9,13.9,13.9,good
63.78,26.69,1011.58,57.411,13.91,13.91,13.91,13.91,good
63.83,26.7,1011.58,57.257,13.93,13.93,13.93,13.93,good
63.86,26.7,1011.58,57.334,13.9,13.9,13.9,13.9,good
63.85,26.71,1011.58,57.257,13.91,13.91,13.91,13.91,good
63.93,26.72,1011.58,57.066,13.95,13.95,13.95,13.95,good
64.17,26.72,1011.57,56.952,13.98,13.98,13.98,13.98,good
64.23,26.73,1011.57,56.649,13.98,13.98,13.98,13.98,good
64.21,26.74,1011.57,56.725,13.96,13.96,13.96,13.96,good
64.2,26.74,1011.57,56.687,13.96,13.96,13.96,13.96,good
64.18,26.75,1011.58,56.687,13.94,13.94,13.94,13.94,good
